species	enzyme	status	nt_len	aa_len	blocks	introns	strand	seqid	prot_path	cds_path
Psilocybe_azurescens_WTU-F19095-HOLOTYPE.scaffolds	PsiM	OK	933.0	310.0	0	0	-	NODE_5673_length_3402_cov_1.979237	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_azurescens_WTU-F19095-HOLOTYPE.scaffolds/Psilocybe_azurescens_WTU-F19095-HOLOTYPE.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_azurescens_WTU-F19095-HOLOTYPE.scaffolds/Psilocybe_azurescens_WTU-F19095-HOLOTYPE.scaffolds_PsiM.cds.fa
Psilocybe_azurescens_WTU-F19095-HOLOTYPE.scaffolds	PsiH	OK	1527.0	508.0	0	0	+	NODE_6448_length_2920_cov_2.195847	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_azurescens_WTU-F19095-HOLOTYPE.scaffolds/Psilocybe_azurescens_WTU-F19095-HOLOTYPE.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_azurescens_WTU-F19095-HOLOTYPE.scaffolds/Psilocybe_azurescens_WTU-F19095-HOLOTYPE.scaffolds_PsiH.cds.fa
Psilocybe_baeocystis_WTU-F-011245.scaffolds	PsiD	OK	624.0	207.0	0	0	-	NODE_6810_length_3081_cov_44.967840	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_baeocystis_WTU-F-011245.scaffolds/Psilocybe_baeocystis_WTU-F-011245.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_baeocystis_WTU-F-011245.scaffolds/Psilocybe_baeocystis_WTU-F-011245.scaffolds_PsiD.cds.fa
Psilocybe_baeocystis_WTU-F-011245.scaffolds	PsiK	OK	1089.0	362.0	0	0	-	NODE_8905_length_2116_cov_57.656611	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_baeocystis_WTU-F-011245.scaffolds/Psilocybe_baeocystis_WTU-F-011245.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_baeocystis_WTU-F-011245.scaffolds/Psilocybe_baeocystis_WTU-F-011245.scaffolds_PsiK.cds.fa
Psilocybe_baeocystis_WTU-F-011245.scaffolds	PsiM	NO_HIT			0	0			/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_baeocystis_WTU-F-011245.scaffolds/Psilocybe_baeocystis_WTU-F-011245.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_baeocystis_WTU-F-011245.scaffolds/Psilocybe_baeocystis_WTU-F-011245.scaffolds_PsiM.cds.fa
Psilocybe_baeocystis_WTU-F-011245.scaffolds	PsiH	OK	1524.0	507.0	0	0	-	NODE_4346_length_5040_cov_41.400570	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_baeocystis_WTU-F-011245.scaffolds/Psilocybe_baeocystis_WTU-F-011245.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_baeocystis_WTU-F-011245.scaffolds/Psilocybe_baeocystis_WTU-F-011245.scaffolds_PsiH.cds.fa
Psilocybe_bohemica_SFSU-F-029930.scaffolds	PsiD	OK	1320.0	439.0	0	0	-	NODE_3612_length_5039_cov_19.658591	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_bohemica_SFSU-F-029930.scaffolds/Psilocybe_bohemica_SFSU-F-029930.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_bohemica_SFSU-F-029930.scaffolds/Psilocybe_bohemica_SFSU-F-029930.scaffolds_PsiD.cds.fa
Psilocybe_bohemica_SFSU-F-029930.scaffolds	PsiK	OK	702.0	233.0	0	0	+	NODE_17538_length_756_cov_25.225755	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_bohemica_SFSU-F-029930.scaffolds/Psilocybe_bohemica_SFSU-F-029930.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_bohemica_SFSU-F-029930.scaffolds/Psilocybe_bohemica_SFSU-F-029930.scaffolds_PsiK.cds.fa
Psilocybe_bohemica_SFSU-F-029930.scaffolds	PsiM	NO_HIT			0	0				
Psilocybe_bohemica_SFSU-F-029930.scaffolds	PsiH	OK	1524.0	507.0	0	0	+	NODE_3298_length_5554_cov_18.223512	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_bohemica_SFSU-F-029930.scaffolds/Psilocybe_bohemica_SFSU-F-029930.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_bohemica_SFSU-F-029930.scaffolds/Psilocybe_bohemica_SFSU-F-029930.scaffolds_PsiH.cds.fa
Psilocybe_caerulescens_NY-1920304.scaffolds	PsiD	OK	1302.0	433.0	0	0	-	NODE_153_length_34394_cov_52.514431	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_NY-1920304.scaffolds/Psilocybe_caerulescens_NY-1920304.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_NY-1920304.scaffolds/Psilocybe_caerulescens_NY-1920304.scaffolds_PsiD.cds.fa
Psilocybe_caerulescens_NY-1920304.scaffolds	PsiK	OK	1071.0	356.0	0	0	+	NODE_153_length_34394_cov_52.514431	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_NY-1920304.scaffolds/Psilocybe_caerulescens_NY-1920304.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_NY-1920304.scaffolds/Psilocybe_caerulescens_NY-1920304.scaffolds_PsiK.cds.fa
Psilocybe_caerulescens_NY-1920304.scaffolds	PsiM	OK	795.0	264.0	0	0	+	NODE_15_length_107828_cov_53.636651	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_NY-1920304.scaffolds/Psilocybe_caerulescens_NY-1920304.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_NY-1920304.scaffolds/Psilocybe_caerulescens_NY-1920304.scaffolds_PsiM.cds.fa
Psilocybe_caerulescens_NY-1920304.scaffolds	PsiH	OK	1242.0	413.0	0	0	+	NODE_5082_length_1783_cov_28.858092	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_NY-1920304.scaffolds/Psilocybe_caerulescens_NY-1920304.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_NY-1920304.scaffolds/Psilocybe_caerulescens_NY-1920304.scaffolds_PsiH.cds.fa
Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds	PsiD	OK	792.0	263.0	0	0	-	NODE_28741_length_2392_cov_31.717881	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds_PsiD.cds.fa
Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds	PsiK	OK	789.0	262.0	0	0	+	NODE_28100_length_2440_cov_49.766969	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds_PsiK.cds.fa
Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds	PsiM	OK	663.0	220.0	0	0	-	NODE_28582_length_2403_cov_32.568541	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds_PsiM.cds.fa
Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds	PsiH	OK	876.0	291.0	0	0	+	NODE_28100_length_2440_cov_49.766969	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds/Psilocybe_caerulescens_var_mazatecorum_SFSU-F-029971.scaffolds_PsiH.cds.fa
Psilocybe_caerulipes_PUL00030154.scaffolds	PsiD	OK	1293.0	430.0	0	0	+	NODE_13_length_46144_cov_37.699220	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulipes_PUL00030154.scaffolds/Psilocybe_caerulipes_PUL00030154.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulipes_PUL00030154.scaffolds/Psilocybe_caerulipes_PUL00030154.scaffolds_PsiD.cds.fa
Psilocybe_caerulipes_PUL00030154.scaffolds	PsiK	OK	1080.0	359.0	0	0	-	NODE_13_length_46144_cov_37.699220	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulipes_PUL00030154.scaffolds/Psilocybe_caerulipes_PUL00030154.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulipes_PUL00030154.scaffolds/Psilocybe_caerulipes_PUL00030154.scaffolds_PsiK.cds.fa
Psilocybe_caerulipes_PUL00030154.scaffolds	PsiM	OK	930.0	309.0	0	0	+	NODE_13_length_46144_cov_37.699220	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulipes_PUL00030154.scaffolds/Psilocybe_caerulipes_PUL00030154.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulipes_PUL00030154.scaffolds/Psilocybe_caerulipes_PUL00030154.scaffolds_PsiM.cds.fa
Psilocybe_caerulipes_PUL00030154.scaffolds	PsiH	OK	1521.0	506.0	0	0	-	NODE_13_length_46144_cov_37.699220	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulipes_PUL00030154.scaffolds/Psilocybe_caerulipes_PUL00030154.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_caerulipes_PUL00030154.scaffolds/Psilocybe_caerulipes_PUL00030154.scaffolds_PsiH.cds.fa
Psilocybe_callosa_NY-1595861.scaffolds	PsiD	OK	1296.0	431.0	0	0	+	NODE_33_length_56766_cov_47.918802	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_callosa_NY-1595861.scaffolds/Psilocybe_callosa_NY-1595861.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_callosa_NY-1595861.scaffolds/Psilocybe_callosa_NY-1595861.scaffolds_PsiD.cds.fa
Psilocybe_callosa_NY-1595861.scaffolds	PsiK	OK	1083.0	360.0	0	0	-	NODE_33_length_56766_cov_47.918802	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_callosa_NY-1595861.scaffolds/Psilocybe_callosa_NY-1595861.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_callosa_NY-1595861.scaffolds/Psilocybe_callosa_NY-1595861.scaffolds_PsiK.cds.fa
Psilocybe_callosa_NY-1595861.scaffolds	PsiM	OK	891.0	296.0	0	0	+	NODE_33_length_56766_cov_47.918802	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_callosa_NY-1595861.scaffolds/Psilocybe_callosa_NY-1595861.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_callosa_NY-1595861.scaffolds/Psilocybe_callosa_NY-1595861.scaffolds_PsiM.cds.fa
Psilocybe_callosa_NY-1595861.scaffolds	PsiH	OK	1515.0	504.0	0	0	-	NODE_33_length_56766_cov_47.918802	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_callosa_NY-1595861.scaffolds/Psilocybe_callosa_NY-1595861.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_callosa_NY-1595861.scaffolds/Psilocybe_callosa_NY-1595861.scaffolds_PsiH.cds.fa
Psilocybe_chionophila_OSC-113991.scaffolds	PsiD	NO_HIT			0	0				
Psilocybe_chionophila_OSC-113991.scaffolds	PsiK	NO_HIT			0	0				
Psilocybe_chionophila_OSC-113991.scaffolds	PsiM	NO_HIT			0	0				
Psilocybe_chionophila_OSC-113991.scaffolds	PsiH	NO_HIT			0	0				
Psilocybe_clavata_ISOTYPE_NY-761604.scaffolds	PsiD	NO_HIT			0	0				
Psilocybe_clavata_ISOTYPE_NY-761604.scaffolds	PsiK	NO_HIT			0	0				
Psilocybe_clavata_ISOTYPE_NY-761604.scaffolds	PsiM	NO_HIT			0	0				
Psilocybe_clavata_ISOTYPE_NY-761604.scaffolds	PsiH	NO_HIT			0	0				
Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds	PsiD	OK	513.0	170.0	0	0	-	NODE_30763_length_511_cov_43.424479	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds/Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds/Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds_PsiD.cds.fa
Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds	PsiK	NO_HIT			0	0				
Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds	PsiM	NO_HIT			0	0				
Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds	PsiH	OK	1509.0	502.0	0	0	+	NODE_2698_length_4510_cov_25.445357	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds/Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds/Psilocybe_columbiana_ISOTYPE_NY-761607.scaffolds_PsiH.cds.fa
Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds	PsiD	OK	1293.0	430.0	0	0	+	NODE_3889_length_6362_cov_57.884844	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds_PsiD.cds.fa
Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds	PsiK	OK	501.0	166.0	0	0	+	NODE_12943_length_2374_cov_59.420116	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds_PsiK.cds.fa
